Branch,Mean_dNdS,RateClasses,OmegaOver1,WtOmegaOver1,LRT,p,p_Holm,BranchLength
37362200,1.597601023261981,2,2684.713284451481,0.06638881358278359,135.9016480663995,0,0,1.836571817180521
Node43,0.08793971137369692,2,3.091671757505397,0.05934677643706743,1.088461121282307,0.1484062131734962,1,0.3120054671052194
Node1,10,2,60.41502166860579,0.2867240310946607,-0.470289888602565,0.5,1,0.121436605197464
198425385,0.01814370844014539,2,0,0,0,1,1,3.344231012980257
260828669,0.006622902950604085,2,0,0,0,1,1,1.651329244071883
193784785,10,1,409118.2674320136,1,0.4915253325088997,0.2416238382472194,1,0.0006461719015818339
45501009,1.234614072061706,2,281.002342304674,0.08385305019234834,88.00689074270485,0,0,0.3042104661536351
297263416,0.3785213519584758,2,1999.200000000112,0.1209373607195049,106.1428891087489,0,0,21.06799061010998
19263767,0.8870457800352525,2,9999.999999998339,0.04701583553111643,74.54443030575203,0,0,3.551831016983931
Node16,0.5940857834691131,2,0,0,0,1,1,5.64381244437333e-10
Node14,1.061022159371221,2,114.9620390003748,0.04650983417758414,21.4137163052801,1.850569714245687e-06,6.662050971284472e-05,0.0977889002898548
63102283,10,1,408157.7573283304,1,0.4905141127237584,0.2418490300942773,1,0.0006446548485741672
Node13,1,1,0,0,0,1,1,2.143797914814718e-09
Node11,1,1,0,0,0,1,1,2.143797914814718e-09
62898858,1,1,0,0,0,1,1,2.143797914814718e-09
Node10,10,1,368965.1582201582,1,0.5177790268717217,0.2358953133112615,1,0.0005827531047743694
52789253,1,1,0,0,0,1,1,2.143797914814718e-09
Node9,0.6806776572040958,1,0,0,0,1,1,0.009431361678428696
296212774,0.2003677754453702,2,3333.960297001312,0.01746750421207033,14.43600561170751,7.250164858169095e-05,0.002465056051777492,4.646752075967139
Node8,0.1233594693915927,1,0,0,0,1,1,0.04039134856112642
19343750,10,2,9999.999999998339,0.01121598624132136,57.15538549826306,2.015054789694659e-14,7.657208200839705e-13,0.03394228821869039
26354757,10,1,669683.7416321103,1,0.5270733984871185,0.2339199344812191,1,0.001057715345855321
223460683,1,1,0,0,0,1,1,2.143797914814718e-09
Node26,1,1,0,0,0,1,1,2.143797914814718e-09
Node24,0.09953827968600594,1,0,0,0,1,1,0.04172726694759588
157823877,0.1197924021075711,2,203.8261511554041,0.005003179738679031,4.649015755778237,0.01553567909077425,0.4660703727232274,0.1980543088724892
Node23,0.2930447160587467,2,5.736604869890989,0.04326778845882429,2.659367195075902,0.05147084078797221,1,0.1165304987792454
Node7,0.5225477599583886,1,0,0,0,1,1,0.01026298110161722
291389958,0.1834816081115696,2,231.322415012949,0.02005988725673402,9.12163637404592,0.001263019532779408,0.04167964458172047,0.9445391473469699
Node6,0.188140848683626,2,17.27598559612646,0.01828653827032467,7.70311267478246,0.002756284056572911,0.08820108981033314,0.03647979824616114
149743210,0.2239502618584915,2,1957.948931706009,0.02924658872818375,16.89127412650123,1.979156528569836e-05,0.0006927047849994428,7.08883387551557
297474984,0.1697176915179532,2,12.87688760859545,0.01130889270398583,1.44492572890158,0.1146719553689964,1,0.1326505719744994
Node32,0.160429329828515,1,0,0,0,1,1,0.01098707341157677
73969959,0.1866742320477135,1,0,0,0,1,1,0.03654284289644259
301784543,0.4981859933230156,2,159.2257091924217,0.1185213616873749,114.7994021823251,0,0,1.76677562137495
Node35,0.317960276659101,2,25.33808606975171,0.010385882237538,3.132242228020914,0.0383790505323478,1,0.04573651651661693
Node31,10,2,5882.736418859341,0.05558277767763486,6.297305464097008,0.00604608205690027,0.1874285437639084,0.01511869837130134
Node5,0.1332520801357611,1,0,0,0,1,1,0.2090678111083867
126339784,0.2000930705780094,1,0,0,0,1,1,0.2183251424833998
Node4,0.1066512461396065,2,9999.999999998339,0.01764105703239804,3.225790556134598,0.03624339439391616,1,34.50036797145583
149637925,0.1447436763215725,2,1.66416064351499,0.08659037400100866,-0.08504398646618938,0.5,1,0.1327054443892403
Node3,0.2208383204845205,1,0,0,0,1,1,0.149898235155783
147899479,0.4266349774483896,2,0,0,0,1,1,0.9631108606182449
Node2,0.2901253259824254,2,1.838828492121379,0.3212242918322368,1.777559343296161,0.09122465545142894,1,0.2886513536429752
118082813,0.2635065246151908,2,2.828055038626591,0.1168310307328616,2.004773681583174,0.07840234745004265,1,0.1712909474538038
Node1,0.7453967437671332,2,3333.11112270075,0.1211375575615813,41.74360605655238,5.203099062711658e-11,1.925146653203313e-09,15.04033875022489
224095399,1.897412881608535,2,1085.794176832271,0.03379963370235517,64.01213256753545,6.106226635438361e-16,2.381428387820961e-14,0.08928796414393451
224095395,0,1,0,0,0,1,1,0.004449977315826407
297690729,0.3751174783481888,2,9999.999999998339,0.005530156861617952,20.60940061093424,2.815944552259086e-06,9.574211477680894e-05,0.8870901127391208
473941,0.1504712842584333,1,0,0,0,1,1,0.009283069477075429
Node8,0.1819360753273468,1,0,0,0,1,1,0.009559717478363245
297269668,0.2979100627313334,1,0,0,0,1,1,0.01788141789746547
Node7,0.2523675761097302,1,0,0,0,1,1,0.009945825214382089
296216688,0.4087133311858734,2,30.2192996575803,0.01021157615727897,8.334627879812615,0.001944822218561959,0.05639984433829681,0.04960799897970255
Node6,0.1791435092364556,2,2.662256921286115,0.09554251442018835,5.178499272893532,0.01143403356114359,0.2858508390285897,0.05763253236334562
29165782,0.6298220957689061,2,9934.55835567909,0.01074326478906462,85.7558433314698,0,0,0.4447576518452012
74224057,10,1,inf,1,0.6265488709759666,0.2143120218745369,1,0.0002209893395885238
161016797,10,1,0,0,0,1,1,1.811830459454893e-09
Node17,1,1,0,0,0,1,1,1.811830459454893e-09
Node15,10,2,9999.999999998339,0.0007878040600430847,15.17135520839656,4.909077917081284e-05,0.001570904933466011,0.0007180067510845845
37359756,1,1,0,0,0,1,1,1.811830459454893e-09
85003085,1,1,0,0,0,1,1,1.811830459454893e-09
Node20,1,1,0,0,0,1,1,1.811830459454893e-09
Node14,0.2557511942978585,2,1.204143946645072,0.2389429915644556,0.1105575141846202,0.36975515224827,1,0.04544138785492011
74353807,0.1866340642345276,1,0,0,0,1,1,0.04784828583462884
Node13,0.3349736433513402,2,7.433351083224535,0.03872030934136306,6.674115902787889,0.004891151146435568,0.1271699298073248,0.1819476180931986
Node5,0.2295456824628708,1,0,0,0,1,1,0.01564734304282525
73954576,0.2719210357010401,2,52.41937826992805,0.01361604580071674,36.71693574724486,6.829383725204252e-10,2.458578141073531e-08,0.1053492431303146
301762998,0.244556436678019,1,0,0,0,1,1,0.02533012124148117
Node25,0.3021830855634701,1,0,0,0,1,1,0.04789574691260178
194213003,0.2705443201410519,2,52.29033349966257,0.01166196440705114,13.11806876691116,0.0001462306786238488,0.004533151037339311,0.1121198871822571
Node24,0.2422606788837444,1,0,0,0,1,1,0.01605430993311637
Node4,0.1350317187095822,2,0,0,0,1,1,0.1222403155270607
300797384,0.4868122661329369,2,768.8346818342934,0.06151288600756011,32.83403049365734,5.018612303508974e-09,1.756514306228141e-07,8.868333024314852
Node3,0.2519608742535566,2,9999.999999998339,0.05774692948766669,12.24972885070019,0.0002326628853954738,0.006979886561864213,113.5504308039849
224083588,0.3710143748263978,2,17.04923688723161,0.05963552632167324,16.27767474864959,2.735235017647941e-05,0.0009026275558238206,0.2542386386593357
118101890,0.2123764785127164,2,5.398750491416143,0.06027757081675222,7.388671339620487,0.003281797790604835,0.08860854034633053,0.2477441561051339
Node30,0.1969616155285278,2,3.053147329290648,0.0829764145492935,2.717406375304563,0.04962959149757595,1,0.2171636780382475
Node2,0.06224522979522758,2,0,0,0,1,1,0.1632040880006862
260804667,0.0001086045418268552,2,0,0,0,1,1,1.183277897518384
182891168,0.1223449278831729,2,3334.314981559241,0.1533026378225116,2.925438418213162,0.04359676888888814,1,483.6330977890787
Node33,10,2,43.43626572744723,0.1956867096664294,0.5109513919596793,0.2373636478130708,1,0.1100386966320006
Node1,0.06132779998523243,2,0,0,0,1,1,0.6178703097698701
148222160,0.1522445920585907,2,1790.729196424446,0.004646507024844704,0.6243153292889474,0.2147240942126105,1,0.8825257143243349
301617185,0.1498631319787788,2,53.22595154829087,0.006617518323123073,7.782899601268582,0.0026371537490954,0.0738403049746712,0.07829596685637451
219518777,1,1,0,0,0,1,1,0
54696442,10,1,inf,1,0.2306036287191091,0.3155383038645633,1,0.001704534035328034
297685191,0.2408004475718658,2,8.896100083959984,0.0353855161815122,3.651740886645712,0.02800531865297712,1,0.05098100043571998
Node13,1,1,0,0,0,1,1,0
Node11,10,1,inf,1,1.421189384527679,0.1166038677356585,1,0.004603477896978992
219519923,0.2043848798758053,1,0,0,0,1,1,0.00217861412185712
Node10,0.3388549530170178,1,0,0,0,1,1,0.01575282230782215
114628469,0.2180411036193121,1,0,0,0,1,1,0.03334028382492107
48145977,0.3291353236606022,1,0,0,0,1,1,0.003258446374438434
Node19,10,1,inf,1,-0.0009052176737895934,0.5,1,8.959162724237798e-05
16359000,1,1,0,0,0,1,1,0
Node18,1,1,0,0,0,1,1,0
189053338,10,1,inf,1,2.422571093989973,0.05979924532061531,1,0.006792406283395544
Node17,0.9036413501114458,1,0,0,0,1,1,0.03319441533025632
Node9,10,1,inf,1,1.148059978628226,0.1419778162938338,1,0.004458198435963287
109110480,0.4289103561696037,1,0,0,0,1,1,0.04035552893736483
Node8,1.388465672229495,1,2.006455199591472,1,0.4805716496593959,0.2440817484565127,1,0.03230397367516588
296229919,0.430179912837325,2,3333.897865661524,0.03854809088827527,13.02493017939014,0.0001536857688434479,0.007376916904485498,10.83232945061829
Node7,0.4804648744786788,2,26.71060511411145,0.04759592936040302,8.361791749652184,0.001915962732921883,0.08813428571440662,0.2464847344385731
1440,0.437161301392817,2,1.903820075130479,0.3754920863947478,3.17703472528774,0.03734007080452123,1,0.3320470092656648
Node6,10,1,inf,1,0.7486129110729962,0.1934578735082016,1,0.01721800587460011
47825211,0.6063818998463025,2,5.827977560265239,0.1632327493459574,6.978119287630761,0.004125613759094038,0.1856526191592317,0.1916651459946443
301760029,0.391034686560102,1,0,0,0,1,1,0.08985817252853019
Node29,0.2495066881066373,1,0,0,0,1,1,0.05688987012299055
194033903,0.2881346169720189,1,0,0,0,1,1,0.1259930245674038
74268094,10,1,inf,1,0.6077425530093024,0.2178195235534897,1,0.001646097564867749
122697593,1,1,0,0,0,1,1,0
Node34,0.4719867815116242,2,4.846852850766402,0.1028482712306943,1.949561526478647,0.08131705416325841,1,0.1902368250843968
Node32,0.4383580872661353,1,0,0,0,1,1,0.06775261741718444
Node28,10,1,inf,1,1.684957187044347,0.09713352956304916,1,0.01165169393309553
149738496,0.5792811086237284,1,0,0,0,1,1,0.08275857017608082
149738494,0.3880790144444128,1,0,0,0,1,1,0.0978507214502199
149738517,0.8333153711822987,1,0,0,0,1,1,0.1285952594134509
Node39,10,2,205.2671682227887,0.02358745142416363,10.34321491097398,0.0006497573896686593,0.03053859731442699,0.06258963074544731
Node37,0.3090578504785113,2,8.874042678108005,0.04659741267450646,1.924612518387221,0.08267453485317777,1,0.1203396165389549
Node27,3.643678234794734,2,204.1553654026405,0.06490557488486914,20.01647255108583,3.838895484387095e-06,0.0001881058787349676,0.1153225253187542
Node5,0.3904508454956885,2,0,0,0,1,1,0.3562389782835284
55560,0.460934665450802,1,0,0,0,1,1,0.1155240064819755
Node4,10,1,inf,1,1.05622810307068,0.1520385232274918,1,0.03116371409315829
15215270,10,1,inf,1,0.5974047643921949,0.219784971389003,1,0.001588953801341411
6679182,1,1,0,0,0,1,1,0
Node43,0.3799583738520887,1,0,0,0,1,1,0.03764515289320861
Node3,0.9139363172561082,1,0,0,0,1,1,0.03444838433587809
6754950,0.5282811794171937,1,0,0,0,1,1,0.03956357824993891
Node2,0.6776673940998151,1,0,0,0,1,1,0.08168790254144546
219519434,3.498484511145542e-07,1,0,0,0,1,1,0.001516614489740077
Node1,10,1,inf,1,1.077773999842975,0.1495980308383508,1,0.003215304234655394
223461204,1,1,0,0,0,1,1,0
62548316,1,1,0,0,0,1,1,0
46195794,10,1,0,0,0,1,1,2.001003257982423e-09
21411003,0.3475146976957745,1,0,0,0,1,1,0.002083597848874686
Node9,0,1,0,0,0,1,1,0.006394768261758704
296213484,0.6100170461538642,2,9999.999999998339,0.236768955815122,128.2373637956407,0,0,105.4364347367172
297696883,10,1,3551168.74609681,1,2.189378649807622,0.06948268244734535,1,0.005189381026473884
Node12,10,1,0,0,0,1,1,2.001003257982423e-09
Node8,0,1,0,0,0,1,1,0.004320697689687919
109081530,0.1893635897691731,1,0,0,0,1,1,0.0121282407869058
Node7,0.09697007041383673,2,4.159820603780389,0.03696229863469336,1.239745123166358,0.1327600902582038,1,0.03928330210977691
74000889,0.368558247887088,2,9999.999999998339,0.05425569502206584,6.988966642573359,0.004100684484166117,0.1435239569458141,28.87863219272084
301756917,0.4983828752472648,2,162.7487941007908,0.08025800036693131,50.1148146364867,7.250311462314585e-13,2.827621470302688e-11,0.6910326048884742
Node17,0.2257228319541319,2,0,0,0,1,1,0.04320757019240032
133777588,0.1370199656432727,1,0,0,0,1,1,0.04576048451416554
Node16,0.3621548230509847,2,9999.999999998339,0.06506476750800494,6.594929498005513,0.005113480295307171,0.1738583300404438,34.13976867298668
Node6,0.1611626903937327,1,0,0,0,1,1,0.01562707533735504
291402834,0.07929214228760537,1,0,0,0,1,1,0.05155526223882489
Node5,0.3016014681408201,1,0,0,0,1,1,0.01422540402713601
158711725,10,1,0,0,0,1,1,2.001003257982423e-09
26329473,10,1,1414124.807117086,1,1.226709481223224,0.1340239606890853,1,0.002066484056698303
Node25,10,1,706047.8259901506,1,0.6083629831919097,0.2177024212621527,1,0.001031759679536056
15928508,10,1,0,0,0,1,1,2.001003257982423e-09
33416319,10,1,0,0,0,1,1,2.001003257982423e-09
Node28,0,1,0,0,0,1,1,0.00216171273794081
Node24,4.015393272961115,2,9999.999999998339,0.07272984865242538,28.74912704817689,4.119352403630927e-08,1.565353913379752e-06,1.909744814738492
74199463,1.373943816355837,2,9999.999999998339,0.07866514653253343,92.66510184710205,0,0,0.7625402009826563
Node23,0.1728522322580581,2,9999.999999998339,0.01053841936448563,0.1422399064285855,0.3530321593117623,1,6.673792264062399
37361904,0.4740915469659348,2,9999.999999998339,0.1077802419581502,24.76781405249858,3.233417312786813e-07,1.196364405731121e-05,108.2286647691035
Node22,0.2182724684789382,2,21.32782544550808,0.05253394145562673,4.97250811511185,0.01287663841663522,0.4249290677489623,0.2687058673095815
Node4,0.1292964861915528,2,0,0,0,1,1,0.2103240168927357
126277407,0.1107021828337628,1,0,0,0,1,1,0.1494334198041818
Node3,10,1,0,0,0,1,1,0.05612804465251118
149576670,0.1078361695041096,2,1.261317937722735,0.1954678444201851,0.1892464437987655,0.3317722685705649,1,0.2472387009854021
Node2,0.1634003351289092,2,2.370753292171303,0.1256653762122513,1.082707311885315,0.1490463502330159,1,0.2317229558139066
198416401,0.06850474611292538,2,0,0,0,1,1,3.311555696034475
260821994,0.2359536396394435,2,0,0,0,1,1,0.6688218905029344
Node36,10,2,9999.999999998339,0.1560575422462163,0.1183506470842985,0.365415138054844,1,0.09056161607711473
45501171,0.1225352708683263,2,1.19794244237364,0.3333385191161761,0.01813054461308639,0.4464444179782553,1,0.5327421792358876
Node35,9.670306949968426e-06,2,14.6905356137226,0.04237144318465347,1.447434069119481,0.1144700622650964,1,0.3208350838161061
Node1,0.09858380887498681,2,0,0,0,1,1,0.4447243358166431
170284468,0.1202394489163565,2,108.4762962672703,0.02486038191991502,22.70142760641465,9.4613615930772e-07,3.406090173507792e-05,0.3998333930179714
301617963,0.5056194207990284,1,0,0,0,1,1,0.0272424172923187
193786371,0.3748523939746249,1,0,0,0,1,1,0.001694833500341805
157388904,0,1,0,0,0,1,1,0.0002981357741879457
28503012,0.3913341988700199,1,0,0,0,1,1,0.001650834009697102
Node12,10,1,0,0,0,1,1,1.868891588860075e-09
Node10,10,1,383402.7663249423,1,0.6159264507659827,0.2162825413778505,1,0.0005171911417560029
193788459,0.8525404769563745,2,9999.999999998339,0.007947223655567326,20.17417468339409,3.535051536995848e-06,0.0001060515461098754,0.2229443717084476
Node9,0.5967039125155792,1,0,0,0,1,1,0.01617121728521241
109065816,0.3982432963852879,2,3333.111060781866,0.04955811523122777,64.66943592619646,4.440892098500626e-16,1.4210854715202e-14,11.40922940724597
297679705,0.8149141360134846,2,119.1294966355537,0.3473530798347118,119.2753521407503,0,0,3.599330033349149
Node16,0,1,0,0,0,1,1,0.001657010269185448
Node8,0.2667019505848597,2,1.950306538084061,0.1947227047398413,3.450142510169826,0.03162315818698125,0.75895579648755,0.09834607398552996
223462081,0.1286915208190974,1,0,0,0,1,1,0.0285469593883764
198442883,0.08888548368974039,2,8.923028046481763,0.01044905443000377,2.090930428166757,0.07408790128740445,1,0.05584941053843096
Node19,0.1453417001055613,2,0,0,0,1,1,0.1716750498759493
Node7,0.2007903746491649,1,0,0,0,1,1,0.04908256218725188
73958252,0.1464985986598486,2,0,0,0,1,1,0.1072121592666002
194218775,0.3199435298937288,2,1204.685355729222,0.1078318922106697,26.52275302310591,1.302261719571263e-07,4.037011330670914e-06,27.68706012203101
Node22,10,2,9999.999999998339,0.07810398040486444,13.10600493708625,0.0001471753664885056,0.004120910261678157,0.03000054604278438
Node6,0.08013150948508073,2,0,0,0,1,1,0.4823486878332806
126334391,0.455915770203806,2,8.093219078259061,0.07091300456434613,7.101595643202018,0.003850767990536241,0.1001199677539423,0.1433256614756308
Node5,0.1298158162801877,2,0,0,0,1,1,0.0509549888920216
149408974,0.3367457634426106,2,2.38033399715919,0.2395487720885955,10.6994882263316,0.0005358258740821853,0.014467298600219,0.2139344075374133
Node4,1.210418743137547,2,9999.999999998339,0.04301839516892525,18.505719006047,8.469762119822644e-06,0.0002456231014748567,7.969800277577701
118097736,0.250289771951924,2,9999.999999998339,0.0411683126429504,1.739206359641685,0.09361970885356141,1,170.0423550752319
Node3,0.1013861633609037,2,1.423476129401243,0.07621974857286795,0.09743370553042041,0.3774656485609441,1,0.2699506600849267
198427701,6.165477698313812e-05,2,105.898040562904,0.1691438916022561,-0.004733897752885241,0.5,1,49364.71539255739
260823993,5.150950689423658e-05,2,0,0,0,1,1,4.916808952058704
Node28,3.339792431621821e-05,2,26.30698706381863,0.1237646868539433,-0.004726791979919653,0.5,1,9823.933441500381
Node2,0.1480641191215434,2,1.155813515560702,0.1986730568557027,0.01555125896265963,0.4503786733400688,1,0.1997817854956012
301625326,0.3358730945195736,2,5.035580422350084,0.06252586791359327,2.015434913533682,0.07785332390262328,1,0.0362012522117989
Node1,0.1169842566014457,1,0,0,0,1,1,0.03325342736677613
115291995,0.2965134241962551,1,0,0,0,1,1,0.04355703219784623
148223237,0.1970117680565921,2,78.31838621986985,0.003045416757101904,5.233501587164938,0.01107794275382806,0.2769485688457016,0.05582126453390113
297675670,0.5592795379949375,1,0,0,0,1,1,0.008950231080221327
40385873,0.2629412006127116,1,0,0,0,1,1,0.0130124291471313
Node5,0.2321992416530382,1,0,0,0,1,1,0.01002691880243422
109078040,0.186140983535999,2,4.329134889339212,0.0505752411836875,1.545818298121958,0.1068769183321253,1,0.02627073805350945
Node4,0.3939024670069585,1,0,0,0,1,1,0.01042874267065114
296194110,0.2583515907158032,1,0,0,0,1,1,0.05848166468119393
Node3,0.3668216134543419,1,0,0,0,1,1,0.05179488493931315
110002521,0.2307742604664335,1,0,0,0,1,1,0.06048370690264887
157821455,0.2863150090366518,1,0,0,0,1,1,0.05910889006219743
Node11,0.1924100635696193,1,0,0,0,1,1,0.1960555878677854
291395020,0.2794035892690739,1,0,0,0,1,1,0.131836587278549
Node10,10,1,4201029.508998353,1,0.404851662553483,0.2622971165967298,1,0.004308241063193347
Node2,10,1,0,0,0,1,1,0.01109757358940357
126321476,0.1782402945853213,2,9.443043337577365,0.1263114548907516,5.408339884104862,0.0100203830440399,0.1503057456605986,1.330517666303997
Node1,0.4865318018540198,2,2748.379697527518,0.1986819262618369,25.98978339224777,1.716144620855786e-07,2.745831393369258e-06,48.64679176001886
73952281,0.4825913218468454,2,9999.999999998339,0.2166262274152958,5.132380429819023,0.01174174986938326,0.1643844981713656,741.5787222075616
297477544,0.3939226286174564,2,132.0010202155364,0.3234816917248519,33.10999777084726,4.354488047919602e-09,7.402629681463324e-08,9.658272758446401
149724712,0.2531527028991341,2,3333.685541257613,0.03859797597018833,57.3631309553748,1.809663530139005e-14,9.229284003708926e-13,10.12798372832693
301753134,0.04450091742177924,1,0,0,0,1,1,0.02817485659291465
73967128,0.08076694659319994,1,0,0,0,1,1,0.01058246537494779
Node12,0.0568750324654525,1,0,0,0,1,1,0.03063446272441106
Node10,8.13032490147051e-07,1,0,0,0,1,1,2.348430556930336e-09
300798400,0.03736327680898639,1,0,0,0,1,1,0.06216303254141369
Node9,0.1107326760971288,1,0,0,0,1,1,0.01139759107548662
4105474,0,1,0,0,0,1,1,0.001659229437764925
14919396,0.8554325847497291,2,1678.876650729979,0.05114767713628343,104.9624789926565,0,0,0.9020177414769485
Node18,0.1587582574304577,1,0,0,0,1,1,0.0197707018554944
274321371,0.137942840713669,1,0,0,0,1,1,0.03159315272012832
Node17,0.06333938800714409,1,0,0,0,1,1,0.07113213171116732
291405538,0.1216976852280621,2,49.78512431756553,0.02971198507365158,16.49858505874363,2.434319684530006e-05,0.001217159842265003,0.2848049287259043
Node16,0.08267220527998867,1,0,0,0,1,1,0.02719893314355754
Node8,10,1,641275.5003132927,1,0.1787806433712831,0.3362116185929827,1,0.001084979178099576
84181676,10,1,454064.1153243714,1,0.6571524229912029,0.2087835243549411,1,0.0007682349213670968
109113927,0.06163856984781583,2,55.07754284268665,0.002980534818635694,4.866435203581204,0.01369200617243965,0.629832283932224,0.01695028724382548
55727180,0.8741865901219439,2,4811.517422877693,0.1442837789982405,96.67994622173137,0,0,18.41003463571532
Node30,0.01643300610659812,1,0,0,0,1,1,0.009287262881864026
4105472,0.3631468451187175,1,0,0,0,1,1,0.001545938850919044
Node29,0,1,0,0,0,1,1,0.0007444068120606769
156142186,10,1,0,0,0,1,1,2.348430556930336e-09
Node28,10,1,0,0,0,1,1,2.348430556930336e-09
114668265,0,1,0,0,0,1,1,0.003838710437118945
Node27,10,1,0,0,0,1,1,2.348430556930336e-09
194382404,10,1,0,0,0,1,1,2.348430556930336e-09
4884627,0.08576865985369558,1,0,0,0,1,1,0.0009542302491442139
Node36,10,1,345043.6559533271,1,-0.0009147745040536392,0.5,1,0.0005837824406904627
Node26,10,1,0,0,0,1,1,2.348430556930336e-09
Node24,0.06002135204763098,1,0,0,0,1,1,0.01647691829455996
296202072,0.1263614848570255,1,0,0,0,1,1,0.01520734677776193
Node23,0.07657096561452605,1,0,0,0,1,1,0.02571652153063723
Node7,0.08929559286876701,1,0,0,0,1,1,0.05628398076728159
126313867,0.05369311795853936,2,0,0,0,1,1,0.1236612203786257
149635118,0.05573006876378884,1,0,0,0,1,1,0.2318912965922398
Node40,10,1,1385247.78171949,1,0.07586345591698773,0.3914917143456496,1,0.00234371110467294
Node6,0.1106942188761021,1,0,0,0,1,1,0.1410749980821189
224074595,0.1200303214717411,2,5.492852675865189,0.02772349831221388,1.281954316877091,0.1287679896107158,1,0.1872820134636985
Node5,0.0640059008436857,1,0,0,0,1,1,0.1876023858188771
28277291,0.1141560130729472,1,0,0,0,1,1,0.07211308682467815
301628375,0.2332377845668371,2,2.57398370688766,0.1278074133382974,2.320391762965301,0.06384393195471866,1,0.07667913280154362
Node44,0.2220079569362313,2,27.12946511253717,0.05899744287424968,7.234368101133441,0.003576048935873377,0.1752263978577955,0.501749671031087
Node4,0.1546014063959062,2,3331.886619141904,0.08806582138509289,6.816876338343718,0.004515018764233658,0.2167209006832156,96.95138634942583
223648158,0.06723288601631076,2,590.8729672484719,0.07249358279827811,6.11222589550016,0.006712497546817076,0.3154873847004026,23.10742049293847
Node3,0.1245674037784067,2,2811.343326531856,0.02671886401644652,2.044903568228619,0.07635833053056112,1,25.23324799787341
161611601,0.100494539688231,1,0,0,0,1,1,0.003500904844848096
Node2,0,1,0,0,0,1,1,0.001775438623371804
225543294,0,1,0,0,0,1,1,0.0007446337769394278
159885180,10,1,439283.7074583969,1,0.6519619209429948,0.2097060569247028,1,0.000743227845520785
Node49,0.1884657718905347,1,0,0,0,1,1,0.002216528720152917
Node1,0.02157383332407417,1,0,0,0,1,1,0.004873086680773976
60649625,10,1,747163.698610859,1,0.6488133957500395,0.2102686206335369,1,0.001264132164273407
62202179,10,1,245991.677942067,1,-0.0007353269174927846,0.5,1,0.0004161957036182749
5881256,10,1,374470.2623994193,1,1.167849768185988,0.1399217480815579,1,0.0005465067962540398
11385664,0.3298218121334121,1,0,0,0,1,1,0.0006664486063152371
Node12,1,1,0,0,0,1,1,1.980408096044446e-09
114587451,1,1,0,0,0,1,1,1.980408096044446e-09
163838631,0.5640988822196149,1,0,0,0,1,1,0.00356975459515389
Node17,0.4100948592925352,2,9999.999999998339,0.007770321912134781,115.8737424374194,0,0,0.2353015843944599
114587449,1,1,0,0,0,1,1,1.980408096044446e-09
114587447,1,1,0,0,0,1,1,1.980408096044446e-09
Node20,1,1,0,0,0,1,1,1.980408096044446e-09
Node16,0.7603925230341446,1,0,0,0,1,1,0.003452596338932364
163838629,10,1,187240.8189794472,1,0.5830935282865539,0.2225511524559738,1,0.000273261959437417
Node15,1,1,0,0,0,1,1,1.980408096044446e-09
Node11,1,1,0,0,0,1,1,1.980408096044446e-09
5689547,1.13283656490483e-06,1,0,0,0,1,1,0.0004812555243011698
Node10,0.2827844804017189,1,0,0,0,1,1,0.003944523900182054
297671059,0.7709427016642727,2,1316.638936527589,0.005133781347473665,40.41383469806897,1.027404827880218e-10,5.03428365661307e-09,0.04886149561908652
Node9,0.5639062887290951,1,0,0,0,1,1,0.003209749429770993
297285569,0.4897756297464652,1,0,0,0,1,1,0.006623669378158111
Node8,0.5529474431358165,1,0,0,0,1,1,0.005463061775127977
296225470,0.258880148400908,1,0,0,0,1,1,0.02008130999162524
Node7,0.2595446941754365,1,0,0,0,1,1,0.0184194920427988
163838637,0.4121498365717992,2,2586.018324602943,0.006375098287973446,118.4332754749339,0,0,0.06201478329848719
168823452,1,1,0,0,0,1,1,1.980408096044446e-09
Node29,0.2800242116826773,2,1.731831560556875,0.1818674233664322,1.380145192990312,0.1200382086500896,1,0.03775916762576521
293342294,0.4165091651610681,2,9999.999999998339,0.006305255943889643,118.239195768132,0,0,0.2719458535354448
293342290,1,1,0,0,0,1,1,1.980408096044446e-09
Node32,0.1864542398461091,1,0,0,0,1,1,0.03175772513591413
Node28,0.3126583789120267,2,1.078396400297642,0.3436142989487634,0.06913999914104352,0.3962965398139452,1,0.1038027308113503
Node6,0.1377060659658661,1,0,0,0,1,1,0.008751073927625226
154425900,0.3359365802610709,1,0,0,0,1,1,0.0006209798014879788
297488591,1,1,0,0,0,1,1,1.980408096044446e-09
Node37,1,1,0,0,0,1,1,1.980408096044446e-09
297463602,1.215897564942232e-06,1,0,0,0,1,1,0.0004486952964081374
Node36,0.4111454650458231,2,9999.999999998339,0.008455910343598383,121.7977010122486,0,0,0.1936917837497079
297488589,10,1,0,0,0,1,1,1.980408096044446e-09
Node35,0.3247201802210824,1,0,0,0,1,1,0.04641335092596464
Node5,5.008479502989759,1,8.535562729773316,1,0.5691863141255453,0.2252912173886303,1,0.001777975313270895
149728795,0.2767629843479878,1,0,0,0,1,1,0.0232851032839477
Node4,10,1,7.209594248854851,1,0.09564362616220023,0.378560722862271,1,0.003763988071158352
301755432,0.2477346354303484,2,65.37356024694037,0.01858558870461624,63.62105087650707,7.771561172376096e-16,3.885780586188048e-14,0.1183904644152814
73985232,1,1,0,0,0,1,1,1.980408096044446e-09
